2024-12-04 21:05:02,232 INFO    MainThread:7420 [wandb_init.py:_pause_backend():444] pausing backend
2024-12-04 21:15:59,491 INFO    MainThread:7420 [wandb_init.py:_resume_backend():449] resuming backend
2024-12-04 21:15:59,564 INFO    MainThread:7420 [jupyter.py:save_ipynb():387] not saving jupyter notebook
2024-12-04 21:15:59,564 INFO    MainThread:7420 [wandb_init.py:_pause_backend():444] pausing backend
2024-12-04 21:16:21,199 INFO    MainThread:7420 [wandb_init.py:_resume_backend():449] resuming backend
2024-12-04 21:16:21,205 INFO    MainThread:7420 [jupyter.py:save_ipynb():387] not saving jupyter notebook
2024-12-04 21:16:21,205 INFO    MainThread:7420 [wandb_init.py:_pause_backend():444] pausing backend
2024-12-04 21:28:50,469 INFO    MainThread:7420 [wandb_init.py:_resume_backend():449] resuming backend
2024-12-04 21:28:50,840 INFO    MainThread:7420 [jupyter.py:save_ipynb():387] not saving jupyter notebook
2024-12-04 21:28:50,840 INFO    MainThread:7420 [wandb_init.py:_pause_backend():444] pausing backend
2024-12-04 21:34:00,531 INFO    MainThread:7420 [wandb_init.py:_resume_backend():449] resuming backend
2024-12-04 21:34:00,543 INFO    MainThread:7420 [jupyter.py:save_ipynb():387] not saving jupyter notebook
2024-12-04 21:34:00,543 INFO    MainThread:7420 [wandb_init.py:_pause_backend():444] pausing backend
2024-12-04 21:35:31,443 INFO    MainThread:7420 [wandb_init.py:_resume_backend():449] resuming backend
2024-12-04 21:35:31,453 INFO    MainThread:7420 [jupyter.py:save_ipynb():387] not saving jupyter notebook
2024-12-04 21:35:31,453 INFO    MainThread:7420 [wandb_init.py:_pause_backend():444] pausing backend
2024-12-04 21:38:47,562 INFO    MainThread:7420 [wandb_init.py:_resume_backend():449] resuming backend
2024-12-04 21:38:48,190 INFO    MainThread:7420 [jupyter.py:save_ipynb():387] not saving jupyter notebook
2024-12-04 21:38:48,190 INFO    MainThread:7420 [wandb_init.py:_pause_backend():444] pausing backend
2024-12-04 21:40:10,928 INFO    MainThread:7420 [wandb_init.py:_resume_backend():449] resuming backend
2024-12-04 21:40:10,944 INFO    MainThread:7420 [jupyter.py:save_ipynb():387] not saving jupyter notebook
2024-12-04 21:40:10,944 INFO    MainThread:7420 [wandb_init.py:_pause_backend():444] pausing backend
2024-12-04 21:40:39,001 INFO    MainThread:7420 [wandb_init.py:_resume_backend():449] resuming backend
2024-12-04 21:40:39,365 INFO    MainThread:7420 [jupyter.py:save_ipynb():387] not saving jupyter notebook
2024-12-04 21:40:39,365 INFO    MainThread:7420 [wandb_init.py:_pause_backend():444] pausing backend
